F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,eyeDetection,AF_PCA_Component
3987.69,4244.1,4088.72,4325.13,4617.95,4056.41,4618.46,4192.31,4222.56,4178.46,4254.87,4584.62,1,-1.546639463067747
3988.72,4250.26,4094.36,4327.69,4614.36,4048.21,4605.64,4183.59,4222.56,4182.56,4255.9,4585.64,1,-1.1278153243044173
3990.77,4261.03,4097.95,4328.72,4610.26,4043.08,4598.97,4180.51,4224.62,4190.26,4267.18,4595.38,1,-0.34644885959310007
3992.82,4265.13,4099.49,4330.26,4611.79,4044.62,4606.15,4184.1,4226.15,4193.33,4276.92,4600.51,1,0.26410106089876073
3997.95,4266.67,4103.08,4330.26,4613.85,4046.15,4611.28,4184.62,4226.15,4193.33,4278.46,4597.95,1,0.30288802095915957
3997.44,4261.03,4100.51,4326.67,4608.72,4047.18,4610.77,4184.1,4221.03,4191.79,4271.28,4591.79,1,-0.2691679885239963
3993.33,4256.92,4099.49,4326.15,4606.67,4047.18,4612.82,4192.82,4220.51,4188.72,4261.54,4589.23,1,-0.5743055577704211
4000.0,4258.46,4103.59,4329.74,4608.21,4041.54,4610.77,4194.87,4224.62,4187.18,4258.97,4593.33,1,-0.49730952703292447
4004.62,4254.87,4104.1,4330.26,4605.64,4035.9,4600.51,4181.54,4225.64,4187.69,4262.05,4594.87,1,-0.5734510367755999
3998.97,4250.77,4099.49,4329.23,4606.15,4036.92,4602.05,4185.13,4227.69,4189.74,4264.1,4594.36,1,-0.6315280131001856
3995.9,4253.33,4099.49,4329.74,4607.69,4038.97,4615.38,4205.64,4234.87,4193.33,4266.15,4600.0,1,-0.5364674489445654
4002.56,4250.26,4102.56,4329.74,4604.1,4038.97,4618.46,4203.59,4241.54,4195.9,4267.69,4606.67,1,-0.2693584986159492
4005.13,4247.69,4103.59,4331.28,4606.15,4044.62,4611.28,4191.79,4242.56,4198.97,4268.72,4605.64,1,-0.040552949204085025
3996.41,4250.77,4102.05,4327.69,4612.31,4048.21,4606.67,4188.21,4229.23,4193.85,4266.67,4596.92,1,-0.4974038572726463
3985.64,4249.74,4094.87,4321.54,4609.23,4043.59,4607.18,4182.05,4215.9,4183.59,4264.1,4588.72,1,-1.0315292773027676
3989.74,4252.31,4093.85,4321.54,4603.08,4045.13,4608.72,4182.05,4222.05,4184.62,4266.15,4588.72,1,-0.7653673285961178
3993.85,4261.03,4100.0,4322.56,4602.56,4052.31,4608.21,4191.28,4229.23,4192.31,4270.77,4592.82,1,-0.3837172877557416
3987.69,4263.59,4103.08,4323.59,4606.15,4054.36,4610.26,4192.82,4226.67,4193.33,4272.31,4592.82,1,-0.34540567811890277
3985.64,4266.67,4105.13,4325.64,4612.82,4056.92,4617.44,4194.87,4230.77,4192.82,4275.38,4591.28,1,-0.19340564935261614
3990.26,4269.74,4106.67,4325.64,4615.9,4064.62,4620.51,4199.49,4235.38,4194.87,4280.0,4591.28,1,-0.19312901774109584
3986.67,4266.67,4102.56,4323.08,4615.9,4066.15,4614.87,4190.77,4230.26,4191.79,4276.41,4587.69,1,-0.6312431727685786
3978.46,4261.03,4097.44,4322.05,4615.9,4061.03,4609.23,4185.13,4225.13,4185.64,4264.62,4583.59,1,-0.9173673573623705
3986.15,4260.51,4104.62,4327.18,4617.95,4060.51,4609.23,4191.79,4227.69,4188.72,4261.03,4588.21,1,-0.6511110784159989
3996.41,4262.56,4109.74,4332.82,4619.49,4059.49,4606.67,4187.69,4228.21,4192.82,4266.15,4593.85,1,-0.479433654094211
3995.9,4261.03,4107.69,4331.79,4615.9,4052.31,4599.49,4178.97,4222.56,4190.77,4268.21,4589.74,1,-0.5550073327861812
3999.49,4261.03,4116.92,4331.28,4610.77,4046.15,4601.54,4192.31,4225.13,4195.38,4273.33,4592.82,1,0.11210288174505088
4010.77,4270.26,4126.15,4337.95,4611.79,4047.18,4615.9,4213.33,4243.08,4209.74,4286.67,4609.23,1,1.2557413999003457
4016.41,4277.95,4121.03,4343.59,4616.41,4050.26,4627.69,4216.41,4256.92,4217.44,4294.36,4621.03,1,1.5234118221721231
4012.82,4271.28,4117.95,4342.56,4617.95,4052.82,4631.28,4219.49,4256.41,4215.9,4289.23,4622.56,1,1.1228427269189036
4008.72,4263.08,4121.54,4340.0,4620.0,4056.41,4627.69,4217.44,4251.79,4212.82,4280.51,4616.41,1,0.7983208111685701
4004.1,4262.05,4119.49,4335.9,4623.59,4058.97,4620.51,4199.49,4245.64,4208.72,4277.44,4609.23,1,0.49365859234567133
4005.13,4263.59,4116.92,4332.82,4623.59,4054.36,4615.38,4190.26,4236.41,4204.1,4277.44,4605.13,1,0.39822521672629996
4008.72,4265.13,4118.97,4333.33,4625.64,4052.31,4615.38,4198.46,4233.85,4201.54,4276.92,4603.08,1,0.30307032233099174
4008.72,4265.64,4121.03,4333.85,4625.13,4056.92,4616.92,4197.95,4237.95,4204.1,4274.87,4604.1,1,0.1314011067292569
4007.18,4269.23,4121.03,4332.31,4617.95,4058.97,4612.82,4189.74,4235.38,4202.05,4274.87,4603.08,1,0.16904870546322734
4007.18,4275.38,4121.54,4330.77,4613.85,4056.92,4611.28,4192.82,4229.74,4197.95,4279.49,4597.95,1,0.3599136070894272
4009.74,4280.51,4123.59,4333.85,4616.41,4054.87,4612.82,4193.85,4230.26,4200.51,4282.05,4598.46,1,0.493191450642232
4011.79,4280.0,4123.59,4337.44,4617.95,4052.31,4610.77,4194.87,4233.85,4203.08,4279.49,4602.56,1,0.47455723656089444
4012.82,4272.82,4122.56,4337.44,4617.44,4045.64,4609.23,4203.59,4239.49,4201.03,4273.33,4603.59,1,0.34138193196786454
4014.36,4264.62,4123.08,4337.44,4617.95,4041.54,4608.21,4199.49,4238.46,4198.46,4270.77,4602.56,1,0.09338069653153525
4012.82,4263.08,4123.08,4336.41,4617.44,4045.13,4601.03,4182.56,4228.72,4195.9,4269.74,4598.97,1,-0.021539564551452197
4010.77,4264.62,4123.59,4337.95,4618.46,4047.69,4594.87,4180.51,4228.21,4197.95,4272.82,4601.03,1,0.4357784852205823
4014.36,4267.69,4127.69,4339.49,4621.54,4048.72,4605.13,4196.92,4241.03,4209.23,4282.56,4614.87,1,1.0842544856704768
4015.38,4267.18,4122.05,4336.92,4620.51,4052.31,4617.44,4202.05,4246.15,4215.38,4285.13,4617.95,1,0.9320657964248141
4010.26,4257.95,4109.74,4333.85,4615.9,4055.9,4615.9,4195.38,4240.0,4209.23,4277.44,4606.15,1,0.4173265725110769
4002.05,4248.21,4105.13,4332.82,4615.38,4060.0,4612.82,4194.87,4238.46,4204.62,4270.77,4600.51,1,0.20697293580871812
3996.41,4248.72,4101.54,4330.26,4617.95,4062.05,4615.38,4200.0,4237.44,4202.05,4268.21,4600.0,1,-0.11698750799842042
3997.44,4249.74,4099.49,4328.21,4621.03,4055.9,4617.44,4209.74,4239.49,4200.51,4268.72,4599.49,1,-0.4221168685247585
4004.1,4246.67,4101.54,4331.28,4622.05,4054.36,4620.0,4210.26,4246.15,4198.46,4269.23,4598.46,1,-0.28827755302886016
4004.62,4245.64,4103.59,4335.38,4621.54,4058.97,4620.51,4195.38,4246.15,4197.95,4267.18,4596.41,1,-0.09683476201935921
4000.51,4251.79,4104.1,4335.38,4622.05,4058.46,4616.41,4186.15,4238.46,4199.49,4267.69,4594.36,1,0.03671971314493197
4004.1,4261.54,4106.15,4334.87,4620.0,4052.82,4613.33,4192.31,4234.87,4203.59,4276.92,4598.97,1,0.5692386301451856
4004.1,4265.64,4105.64,4336.41,4615.9,4053.85,4614.36,4195.38,4239.49,4210.77,4287.18,4609.23,1,1.198416405610874
3997.44,4264.62,4103.08,4338.97,4616.92,4063.08,4614.36,4194.36,4245.13,4215.38,4290.77,4614.36,1,1.2751275960167634
4004.1,4266.67,4105.64,4338.97,4618.46,4064.62,4615.9,4202.56,4250.26,4212.31,4287.18,4609.74,1,0.9510791810774469
4020.51,4267.18,4110.77,4335.9,4615.38,4057.44,4618.46,4206.67,4250.26,4202.56,4280.51,4598.46,1,0.47540354883562885
4027.69,4263.59,4113.85,4336.41,4614.36,4051.28,4617.44,4195.9,4250.77,4201.54,4277.95,4590.77,1,0.342140273110455
4031.79,4265.13,4113.33,4341.03,4618.46,4049.74,4617.95,4191.79,4250.26,4204.62,4279.49,4592.82,1,0.723316813139814
4034.87,4261.54,4111.28,4338.97,4618.97,4051.28,4622.05,4204.1,4246.67,4200.51,4277.44,4596.92,1,0.8945125279305656
4027.69,4250.77,4109.23,4336.41,4615.9,4052.31,4621.03,4208.72,4249.74,4198.97,4273.33,4592.82,1,0.4938554615451344
4024.62,4251.79,4110.26,4342.05,4619.49,4052.82,4621.03,4204.62,4254.87,4204.1,4272.31,4590.77,1,0.37931437103344207
4029.23,4262.56,4113.85,4345.64,4626.67,4054.36,4631.28,4217.44,4255.38,4205.64,4276.92,4597.95,1,0.8943220178386465
4027.18,4262.05,4110.77,4340.51,4624.1,4057.95,4633.33,4221.54,4255.38,4203.59,4278.97,4598.46,1,0.7799714374188733
4021.54,4254.87,4105.13,4333.85,4615.9,4054.87,4618.97,4195.9,4250.26,4197.95,4272.31,4586.15,1,-0.0015855373843630329
4023.08,4256.41,4107.69,4332.31,4614.36,4047.69,4609.23,4185.64,4240.51,4191.28,4267.18,4577.95,1,-0.24892912102530007
4025.13,4263.59,4112.82,4331.79,4617.44,4047.69,4610.77,4196.92,4240.0,4190.77,4268.21,4580.0,1,-0.23020057670430824
4022.56,4261.54,4110.77,4330.77,4615.38,4050.77,4612.82,4194.36,4239.49,4189.23,4268.72,4580.51,1,-0.2876135421259579
4020.51,4254.36,4106.15,4334.36,4614.87,4052.31,4613.33,4190.26,4237.44,4190.26,4269.74,4579.49,1,-0.21147203238328252
4022.56,4257.44,4108.72,4337.44,4620.51,4057.44,4615.38,4196.41,4240.0,4195.9,4274.87,4582.56,1,-0.0019647079556919696
4026.15,4267.18,4119.49,4334.87,4621.54,4059.49,4616.41,4191.28,4237.44,4193.33,4275.38,4580.0,1,-0.0016798676240848728
4026.67,4265.64,4125.13,4334.36,4615.9,4054.36,4614.87,4188.21,4233.85,4188.21,4271.79,4573.85,1,-0.09664610153998317
4023.59,4262.56,4117.44,4341.54,4614.87,4054.87,4619.49,4203.08,4239.49,4192.82,4275.38,4579.49,1,0.11295555312732922
4023.59,4266.15,4113.33,4344.1,4621.54,4061.03,4622.56,4205.64,4242.05,4198.46,4282.05,4588.21,1,0.3419434039109919
4025.64,4263.59,4117.95,4340.0,4626.15,4058.97,4618.46,4196.92,4238.46,4194.87,4275.9,4583.59,1,0.11305173297952638
4027.69,4260.51,4118.97,4340.51,4622.05,4053.33,4618.97,4205.13,4244.1,4193.33,4268.21,4582.56,1,-0.0015855373843630329
4028.21,4264.1,4114.36,4343.59,4618.46,4051.28,4622.56,4208.72,4248.72,4196.92,4271.79,4588.72,1,0.3412876017281764
4025.64,4266.15,4111.28,4341.54,4619.49,4052.31,4616.41,4193.33,4240.51,4196.92,4277.44,4584.1,1,0.3605776179923295
4021.54,4263.59,4110.26,4337.44,4620.0,4056.41,4610.26,4189.74,4233.85,4196.92,4277.44,4576.41,1,0.0553539272262696
4018.46,4261.03,4107.18,4335.38,4616.92,4061.03,4614.36,4196.41,4233.85,4194.87,4273.85,4578.97,1,-0.3069117671101978
4020.0,4260.51,4104.62,4335.9,4616.92,4061.54,4619.49,4194.87,4236.41,4189.74,4269.23,4580.51,1,-0.5363731187048774
4023.08,4261.54,4105.64,4337.44,4619.49,4058.46,4617.95,4195.9,4237.44,4190.26,4267.69,4577.95,1,-0.3264866237059918
4016.92,4260.51,4104.62,4335.9,4617.44,4054.36,4615.38,4193.85,4230.77,4191.28,4267.18,4576.41,1,-0.4212623475299709
4008.21,4256.92,4100.51,4329.74,4614.87,4053.33,4614.87,4184.62,4221.54,4185.64,4265.64,4570.77,1,-0.9744011522127249
4011.28,4257.95,4100.0,4329.74,4618.46,4062.05,4620.0,4188.72,4223.08,4184.62,4266.67,4569.74,1,-0.707386532123763
4016.41,4263.59,4106.15,4336.41,4623.59,4068.21,4624.1,4199.49,4235.9,4192.31,4270.26,4580.0,1,0.03643487281332487
4013.33,4265.13,4106.15,4337.95,4623.59,4060.0,4623.59,4198.46,4242.05,4196.41,4273.33,4583.59,1,0.0553539272262696
4012.82,4261.54,4102.56,4336.92,4621.54,4054.36,4622.05,4194.36,4241.03,4194.87,4273.33,4580.51,1,-0.3260194820024848
4015.9,4261.03,4104.1,4340.0,4618.97,4056.92,4620.51,4198.97,4245.13,4195.38,4269.23,4586.67,1,-0.3455943385982788
4018.46,4263.08,4105.13,4342.05,4618.46,4055.9,4623.59,4206.67,4251.28,4197.44,4265.64,4588.21,1,-0.38361474879603435
4018.97,4260.0,4104.62,4343.08,4622.05,4055.9,4628.21,4206.67,4250.77,4197.44,4267.18,4582.56,1,-0.23067407751529137
4018.46,4259.49,4107.18,4343.59,4626.15,4060.51,4627.18,4202.05,4248.21,4195.9,4271.28,4585.64,1,0.15059679275375581
4014.36,4261.54,4107.69,4338.46,4624.1,4064.1,4625.64,4201.54,4245.13,4194.36,4270.77,4584.62,1,-0.021539564551452197
4009.23,4253.85,4100.51,4332.31,4620.51,4064.1,4630.77,4205.13,4238.97,4190.77,4267.69,4574.36,1,-0.6695484232978736
4007.69,4250.26,4098.97,4332.82,4618.46,4063.59,4633.85,4207.18,4237.44,4190.26,4268.21,4575.9,1,-0.5554808335971984
4010.26,4259.49,4102.56,4333.33,4615.38,4057.95,4630.26,4208.21,4243.59,4194.87,4270.26,4585.13,1,0.054689916323401214
4014.87,4263.59,4104.1,4333.33,4612.82,4050.77,4624.62,4195.38,4242.05,4195.9,4267.18,4583.08,1,0.01751581840041389
4020.0,4262.56,4111.28,4337.95,4613.85,4053.33,4616.41,4177.95,4229.74,4190.77,4263.08,4579.49,1,-0.21128152229139727
4024.62,4266.15,4120.0,4345.13,4615.38,4057.95,4611.28,4182.56,4226.15,4191.79,4267.69,4585.64,1,0.16998934797764995
4026.15,4266.67,4118.46,4346.67,4617.44,4056.92,4614.87,4195.9,4238.46,4197.95,4272.82,4590.77,1,0.39841572681821896
4024.1,4263.08,4112.82,4344.1,4620.51,4056.41,4623.08,4201.54,4246.67,4201.03,4269.74,4587.69,1,-0.13551918312001704
4021.54,4264.1,4110.77,4344.1,4619.49,4056.41,4623.59,4204.1,4241.54,4195.38,4264.1,4578.97,1,-0.7646089874534936
4016.41,4263.59,4107.69,4342.05,4615.38,4052.31,4613.33,4195.9,4230.77,4185.64,4260.51,4570.77,1,-1.127245643641203
4009.23,4253.85,4105.13,4334.87,4612.82,4048.21,4608.21,4183.08,4222.05,4182.05,4256.41,4568.21,1,-1.3367529680688275
4009.23,4249.23,4105.13,4333.33,4612.82,4051.28,4611.79,4185.64,4221.03,4183.59,4252.82,4570.77,1,-1.412894477811503
4014.36,4254.36,4106.67,4341.03,4614.36,4051.28,4614.36,4188.21,4225.64,4186.67,4257.95,4573.33,1,-1.1841914673594136
4012.82,4254.87,4108.72,4344.1,4615.9,4047.18,4615.38,4188.72,4229.23,4189.23,4265.13,4573.85,1,-0.746353943943485
4009.74,4253.33,4108.72,4341.03,4617.95,4049.23,4618.46,4193.33,4227.69,4189.23,4261.54,4576.41,1,-0.49825837826743385
4017.44,4260.0,4106.67,4343.08,4618.97,4051.28,4615.9,4192.31,4228.72,4194.36,4261.54,4584.1,1,-0.25081861477426576
4022.56,4267.18,4110.77,4344.62,4617.95,4048.72,4619.49,4201.03,4239.49,4201.54,4270.26,4590.26,1,0.14955361127955835
4017.95,4273.33,4118.46,4343.08,4620.51,4052.31,4630.77,4211.79,4246.15,4204.1,4280.0,4588.72,1,0.6455624412597268
4016.41,4277.95,4120.0,4343.59,4621.54,4055.9,4625.64,4197.95,4238.97,4204.1,4284.1,4586.67,1,0.81761903615281
4015.9,4275.38,4118.97,4340.51,4615.9,4052.31,4614.87,4185.13,4227.69,4199.49,4280.0,4582.05,1,0.3600161460492021
4014.87,4271.79,4118.97,4340.0,4616.41,4053.33,4619.49,4200.0,4229.74,4196.41,4278.46,4578.46,1,0.1308314260660427
4014.87,4271.79,4116.41,4341.54,4621.54,4058.46,4628.21,4213.33,4242.05,4204.62,4281.54,4587.69,1,0.4168594308076376
4013.85,4270.77,4114.87,4337.44,4617.95,4053.85,4625.64,4205.64,4244.62,4208.72,4281.03,4595.9,1,0.45516468133696636
4018.46,4275.38,4120.0,4338.97,4614.87,4047.18,4620.51,4201.54,4240.51,4206.15,4280.0,4593.85,1,0.6079148425257564
4025.64,4281.54,4125.64,4347.18,4617.44,4046.15,4622.05,4211.79,4241.54,4209.23,4280.0,4594.36,1,0.8370995625089159
4022.56,4277.44,4124.1,4344.62,4615.9,4046.15,4625.64,4211.79,4244.1,4207.18,4273.85,4596.41,1,0.3416667722994716
4015.9,4267.69,4120.0,4338.46,4613.33,4046.15,4622.05,4193.33,4235.38,4196.41,4271.79,4590.26,1,-0.11650579846738422
4017.44,4264.1,4120.0,4341.54,4614.36,4049.23,4616.92,4188.21,4226.67,4195.9,4278.97,4585.13,1,0.18824439148769237
4017.95,4263.59,4120.51,4343.59,4612.31,4053.85,4617.44,4197.95,4230.26,4199.49,4275.9,4584.62,1,0.03643487281332487
4016.41,4267.18,4122.05,4343.59,4611.28,4052.82,4614.87,4190.26,4232.31,4194.36,4270.26,4587.69,1,-0.0020590381953800776
4021.54,4272.82,4124.62,4346.67,4614.87,4050.77,4609.23,4181.03,4230.26,4196.92,4278.97,4593.85,1,0.60716286049071
4023.08,4272.31,4124.62,4345.13,4617.44,4050.26,4608.21,4190.77,4232.31,4203.59,4285.13,4593.85,1,0.7220831215736976
4021.54,4271.79,4124.1,4342.56,4617.44,4045.64,4609.74,4199.49,4234.87,4202.56,4278.97,4590.77,1,0.5322550423141512
4026.15,4276.41,4127.69,4346.67,4611.79,4040.0,4609.74,4197.95,4235.38,4202.56,4277.95,4594.36,1,0.9704717363013411
4027.18,4278.46,4130.77,4347.18,4604.62,4040.51,4605.64,4190.77,4233.85,4205.64,4282.05,4596.92,1,1.104208512837566
4017.95,4273.33,4127.18,4341.03,4605.64,4043.59,4597.44,4176.92,4226.67,4198.97,4277.95,4588.21,1,0.41836975398527443
4012.82,4269.74,4123.59,4340.0,4610.26,4044.1,4591.79,4172.31,4218.46,4189.74,4272.82,4581.03,1,0.01780065873202099
4012.31,4267.69,4122.05,4342.05,4610.26,4046.67,4600.0,4183.59,4214.87,4188.21,4273.33,4577.44,1,-0.1920858362668646
4009.74,4263.59,4122.05,4342.56,4612.31,4046.15,4612.82,4190.77,4214.36,4187.69,4270.77,4572.82,1,-0.3067212570182787
4015.9,4265.64,4125.64,4345.13,4616.92,4041.03,4613.85,4194.36,4224.62,4193.85,4271.28,4579.49,1,0.0553539272262696
4019.49,4263.08,4125.13,4346.15,4614.87,4041.54,4605.13,4194.36,4233.85,4200.0,4272.82,4588.21,1,-0.0014975662521850303
4011.28,4254.36,4118.46,4345.13,4610.26,4044.62,4598.46,4186.15,4226.15,4196.41,4267.69,4584.1,1,-0.42183202819315135
4009.23,4254.36,4117.95,4345.13,4612.82,4046.15,4602.05,4187.69,4222.05,4193.85,4264.1,4581.03,1,-0.2885623933604673
4013.33,4256.92,4117.95,4342.05,4615.9,4051.28,4611.28,4200.51,4230.77,4197.44,4268.21,4586.15,1,-0.07829672779025262
4008.21,4252.31,4109.74,4338.97,4615.38,4054.87,4611.79,4197.95,4233.85,4196.92,4266.67,4587.18,1,-0.21194553319429954
4005.13,4246.15,4104.62,4342.05,4613.85,4046.15,4602.05,4182.05,4226.67,4196.41,4262.56,4584.62,1,-0.1556700794865016
4009.74,4247.69,4108.21,4343.08,4616.92,4040.51,4596.92,4177.44,4221.54,4196.92,4266.15,4586.67,1,-0.09844762415677089
4006.15,4249.23,4109.74,4342.56,4618.97,4050.26,4602.56,4182.56,4219.49,4191.28,4265.64,4583.08,1,-0.2881813731766291
4000.0,4247.18,4104.62,4342.56,4616.92,4057.44,4606.15,4180.51,4214.36,4180.51,4257.95,4571.28,1,-0.49759436736453155
4000.51,4249.23,4099.49,4336.41,4613.33,4051.79,4603.59,4170.77,4206.67,4177.44,4257.44,4563.59,1,-0.727055718959245
4001.03,4245.13,4096.92,4331.28,4612.82,4049.74,4604.1,4172.82,4205.64,4183.08,4262.05,4566.15,1,-0.727055718959245
4002.56,4236.92,4099.49,4337.95,4615.38,4054.36,4607.18,4186.15,4214.87,4189.23,4260.51,4574.36,1,-0.3643247325318475
4008.21,4237.95,4099.49,4342.05,4615.9,4053.85,4607.18,4191.79,4224.1,4192.82,4258.46,4577.95,1,-0.09740444268257338
4003.59,4245.64,4092.82,4335.9,4615.38,4055.9,4608.72,4189.23,4228.21,4194.87,4262.05,4578.97,1,-0.2310532480865866
3992.82,4244.62,4090.26,4333.85,4616.92,4060.0,4608.21,4189.23,4228.72,4195.38,4265.13,4584.1,1,-0.3837172877557416
3995.9,4243.08,4094.36,4340.51,4618.46,4056.92,4606.15,4190.77,4227.69,4197.44,4263.59,4585.64,1,-0.3650830736744377
4004.1,4246.15,4095.9,4344.1,4616.92,4054.87,4610.77,4193.33,4233.33,4201.03,4262.05,4586.67,1,-0.307670108252788
3998.46,4238.46,4094.87,4342.05,4618.46,4060.0,4614.36,4196.92,4237.44,4198.97,4260.0,4590.77,1,-0.5178332348632279
3993.85,4230.77,4095.38,4337.95,4618.97,4062.56,4608.72,4192.31,4230.26,4193.33,4256.41,4585.13,1,-0.784856063672243
3995.38,4234.87,4094.87,4333.85,4609.23,4056.41,4607.69,4190.26,4223.08,4191.28,4254.36,4576.41,1,-0.8229708041096526
3989.74,4235.38,4091.28,4330.26,4605.64,4053.85,4613.33,4194.36,4224.62,4186.15,4252.82,4574.36,1,-1.2040593730068339
3983.08,4229.74,4088.21,4330.26,4613.85,4056.92,4609.23,4186.67,4217.95,4178.46,4248.21,4570.77,1,-1.7955015786064075
3988.72,4229.74,4092.82,4334.36,4615.9,4056.41,4602.56,4178.46,4209.74,4178.97,4247.18,4569.23,1,-1.490648849691556
3995.38,4239.49,4100.51,4337.44,4611.79,4055.38,4604.62,4187.18,4217.95,4188.21,4254.36,4576.92,1,-0.6705916047721048
3999.49,4246.67,4103.59,4341.03,4612.82,4059.49,4608.72,4192.82,4227.18,4195.9,4263.59,4583.59,1,-0.26984020814698545
4006.15,4248.21,4105.64,4345.64,4616.41,4060.51,4605.64,4186.15,4225.13,4198.97,4268.72,4588.21,1,0.01562632465144817
4010.26,4248.21,4108.72,4342.56,4613.85,4056.92,4604.1,4187.18,4227.69,4199.49,4268.72,4592.31,1,0.47407552702985817
4007.69,4249.74,4108.72,4341.54,4614.87,4057.44,4608.72,4196.41,4235.38,4197.95,4269.74,4591.79,1,0.49308891168245705
4007.18,4255.9,4108.72,4346.15,4622.56,4065.13,4615.38,4202.05,4235.9,4201.54,4275.38,4591.79,1,0.39737254534402167
4012.31,4261.54,4111.28,4342.05,4624.62,4067.69,4622.05,4206.67,4236.41,4208.72,4282.05,4593.85,1,0.7979416405972749
4009.23,4263.08,4109.74,4332.31,4616.92,4061.03,4619.49,4203.59,4239.49,4204.62,4281.03,4590.77,1,0.8933813753241903
4002.05,4261.54,4106.67,4334.36,4613.85,4054.87,4611.79,4191.79,4237.44,4197.44,4273.85,4589.23,1,0.4353993146492534
4002.56,4256.41,4106.67,4341.54,4617.95,4057.44,4610.26,4187.18,4232.31,4202.56,4272.31,4591.79,1,0.2256007907825456
4006.15,4250.26,4106.67,4337.44,4617.44,4064.62,4614.87,4190.77,4229.23,4206.15,4273.33,4590.77,1,0.14955361127955835
4006.67,4248.21,4106.15,4331.79,4614.87,4062.05,4612.31,4189.74,4231.79,4200.0,4269.23,4588.72,1,-0.098629925528637
4006.15,4250.77,4106.15,4335.38,4613.85,4051.79,4602.05,4181.54,4232.82,4197.44,4269.23,4588.21,1,-0.04188097100985574
4003.59,4255.38,4104.62,4337.44,4611.79,4051.79,4600.51,4182.05,4227.18,4196.92,4271.79,4583.59,1,0.03482201067594708
4003.59,4260.51,4105.64,4334.87,4612.82,4056.92,4608.21,4192.82,4224.62,4191.79,4266.15,4577.95,1,-0.2508268234943526
4008.21,4261.54,4109.74,4336.92,4614.36,4054.87,4610.77,4195.38,4230.26,4193.33,4266.67,4581.03,1,0.1113445406024605
4011.28,4263.08,4110.26,4340.51,4611.79,4054.36,4606.67,4189.23,4230.77,4198.97,4274.87,4588.72,1,0.5312036521199007
4008.72,4262.56,4108.21,4336.92,4612.82,4060.0,4607.69,4192.31,4226.67,4198.46,4269.23,4587.18,1,0.016290335554350457
4002.05,4253.33,4103.59,4330.77,4613.85,4061.03,4610.26,4193.85,4224.1,4191.79,4259.49,4577.95,1,-0.5743998880101431
3998.97,4248.21,4097.44,4331.28,4612.82,4056.41,4601.03,4180.51,4220.51,4188.21,4263.59,4574.36,1,-0.2695553678153783
4004.1,4251.79,4098.97,4332.82,4614.36,4055.9,4592.82,4173.85,4217.95,4191.79,4268.21,4581.03,1,0.1875803805847901
4003.08,4251.28,4104.62,4329.23,4610.77,4058.46,4594.87,4178.97,4216.92,4191.28,4266.67,4583.59,1,0.15002711209054165
3997.44,4250.26,4105.13,4327.69,4603.08,4054.36,4594.87,4176.92,4212.82,4189.23,4264.1,4578.46,1,-0.2313380884181937
3999.49,4257.44,4104.62,4332.31,4604.62,4051.28,4593.85,4178.46,4211.79,4190.77,4262.05,4577.95,1,-0.2885623933604673
4007.18,4264.62,4108.21,4335.9,4611.79,4055.9,4602.05,4188.72,4219.49,4193.33,4266.67,4583.59,1,0.30287981223907273
4007.18,4265.13,4107.69,4332.82,4613.33,4058.46,4606.67,4188.72,4223.59,4193.85,4270.77,4583.59,1,0.5125776467586161
4002.56,4261.54,4107.18,4332.82,4611.28,4058.97,4604.62,4184.62,4220.51,4195.9,4267.18,4581.54,1,0.16904049674314056
4007.18,4258.97,4111.28,4337.95,4613.85,4062.56,4609.23,4188.72,4222.05,4203.59,4269.74,4588.21,1,0.3213253658410681
4014.87,4264.62,4111.79,4339.49,4615.9,4063.59,4612.31,4189.23,4229.23,4207.69,4280.0,4595.38,1,0.7787377458527568
4009.74,4264.62,4105.64,4331.79,4609.23,4058.97,4605.64,4181.54,4228.72,4202.56,4276.92,4592.82,1,0.3213253658410681
4002.56,4253.33,4102.05,4325.64,4606.15,4054.36,4599.49,4175.9,4217.95,4194.36,4263.59,4582.05,1,-0.5364674489445654
4006.67,4245.64,4106.67,4330.77,4611.79,4051.79,4596.41,4176.92,4211.28,4191.28,4261.03,4580.0,1,-0.5176509334913956
4011.28,4249.23,4107.69,4335.9,4614.87,4051.79,4600.0,4183.59,4218.46,4195.38,4266.67,4586.67,1,-0.1943545005871255
4011.79,4254.87,4105.64,4334.87,4610.77,4055.38,4608.21,4191.79,4228.72,4200.0,4269.23,4591.28,1,-0.1556700794865016
4012.31,4259.49,4114.87,4332.82,4606.15,4054.87,4609.74,4193.33,4229.23,4199.49,4268.72,4588.72,1,0.1307370958263885
4011.79,4262.05,4123.08,4333.33,4606.15,4051.28,4607.18,4187.69,4226.67,4195.38,4269.23,4582.05,1,0.24556302666968785
4011.28,4261.03,4113.85,4337.44,4611.28,4056.92,4607.69,4181.54,4227.18,4192.31,4268.72,4578.97,1,-0.0976892830142144
4013.33,4263.08,4107.18,4339.49,4616.92,4064.1,4608.21,4184.62,4227.18,4195.38,4268.21,4585.13,1,0.1117237111737557
4013.85,4263.59,4115.9,4335.9,4616.92,4061.54,4608.72,4191.28,4227.18,4197.44,4268.21,4588.21,1,0.4170417321794698
4012.82,4261.03,4116.92,4334.87,4615.9,4055.38,4611.79,4187.69,4225.64,4195.38,4267.18,4583.08,1,0.26429157099067974
